,product,customer name,rating,review,description
178,SUGAR POP Satin Matte Lipstick - 01 Daisy (Daisy 3 g),Flipkart Customer,NA,NA,NA
179,SUGAR POP Satin Matte Lipstick - 01 Daisy (Daisy 3 g),Flipkart Customer,NA,NA,NA
180,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Nudes & Browns (Brown 5 ml),Flipkart Customer,NA,NA,5This is amazing worth it i loved it its just fabulous texture is very good shades are very pretty must try it👌
181,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Nudes & Browns (Brown 5 ml),Flipkart Customer,NA,NA,5Amazing product. Looking very cute and also easy to travel it’s pocket friendly and smells very nice 👌
182,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Nudes & Browns (Brown 5 ml),Flipkart Customer,NA,NA,5Mini lipsticks.. vegan and affordable. It’s portable and perfect travel kit for me. The best part is.. it comes in all shades.
183,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Nudes & Browns (Brown 5 ml),Flipkart Customer,NA,NA,NA
184,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Nudes & Browns (Brown 5 ml),Flipkart Customer,NA,NA,NA
185,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Nudes & Browns (Brown 5 ml),Flipkart Customer,NA,NA,NA
186,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Nudes & Browns (Brown 5 ml),Flipkart Customer,NA,NA,NA
187,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Nudes & Browns (Brown 5 ml),Flipkart Customer,NA,NA,NA
188,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Nudes & Browns (Brown 5 ml),Flipkart Customer,NA,NA,NA
189,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Nudes & Browns (Brown 5 ml),Flipkart Customer,NA,NA,NA
190,Unknown,Flipkart Customer,NA,NA,5Very very very good product 🥰tnq flip kart
191,Unknown,Flipkart Customer,NA,NA,4Awesome 👍
192,Unknown,Flipkart Customer,NA,NA,5Color is so pretty 😍😍
193,Unknown,Flipkart Customer,NA,NA,NA
194,Unknown,Flipkart Customer,NA,NA,NA
195,Unknown,Flipkart Customer,NA,NA,NA
196,Unknown,Flipkart Customer,NA,NA,NA
197,Unknown,Flipkart Customer,NA,NA,NA
198,Unknown,Flipkart Customer,NA,NA,NA
199,Unknown,Flipkart Customer,NA,NA,NA
